1e-06, 0
1.7130785, 1
1.71321225, 0
1.713346, 1
1.71347975, 0
1.7136135, 1
1.71374725, 0
1.71388125, 1
1.714015, 0
1.71414875, 1
1.7142825, 0
1.71441625, 1
1.71455, 0
1.714684, 1
1.71481775, 0
1.7149515, 1
1.71508525, 0
1.715219, 1
1.71535275, 0
1.7154865, 1
1.71562025, 0
1.71575425, 1
1.715888, 0
1.71602175, 1
1.7161555, 0
1.71628925, 1
1.716423, 0
1.716557, 1
1.71669075, 0
1.7168245, 1
1.71695825, 0
1.717092, 1
1.71722575, 0
1.7173595, 1
1.71749325, 0
1.71762725, 1
1.717761, 0
1.71789475, 1
1.7180285, 0
1.71816225, 1
1.718296, 0
1.71843, 1
1.71856375, 0
1.7186975, 1
1.71883125, 0
1.718965, 1
1.71909875, 0
1.7192325, 1
1.71936625, 0
1.71950025, 1
1.719634, 0
1.71976775, 1
1.7199015, 0
1.72003525, 1
1.720169, 0
1.720303, 1
1.72043675, 0
1.7205705, 1
1.72070425, 0
1.720838, 1
1.72097175, 0
1.7211055, 1
1.7212395, 0
1.72137325, 1
1.721507, 0
1.72164075, 1
1.7217745, 0
1.72190825, 1
1.722042, 0
1.722176, 1
1.72230975, 0
1.7224435, 1
1.72257725, 0
1.722711, 1
1.72284475, 0
1.7229785, 1
1.7231125, 0
1.72324625, 1
1.72338, 0
1.72351375, 1
1.7236475, 0
1.72378125, 1
1.723915, 0
1.724049, 1
1.72418275, 0
1.7243165, 1
1.72445025, 0
1.724584, 1
1.72471775, 0
1.7248515, 1
1.7249855, 0
1.72511925, 1
1.725253, 0
1.72538675, 1
1.7255205, 0
1.72565425, 1
1.725788, 0
1.725922, 1
1.72605575, 0
1.7261895, 1
1.72632325, 0
1.726457, 1
1.72659075, 0
1.7267245, 1
1.7268585, 0
1.72699225, 1
1.727126, 0
1.72725975, 1
1.7273935, 0
1.72752725, 1
1.727661, 0
1.727795, 1
1.72792875, 0
1.7280625, 1
1.72819625, 0
1.72833, 1
1.72846375, 0
1.7285975, 1
1.7287315, 0
1.72886525, 1
1.728999, 0
1.72913275, 1
1.7292665, 0
1.72940025, 1
1.729534, 0
1.729668, 1
1.72980175, 0
1.7299355, 1
1.73006925, 0
1.730203, 1
1.73033675, 0
1.7304705, 1
1.7306045, 0
1.73073825, 1
1.730872, 0
1.73100575, 1
1.7311395, 0
1.73127325, 1
1.731407, 0
1.731541, 1
1.73167475, 0
1.7318085, 1
1.73194225, 0
1.732076, 1
1.73243525, 0
1.73256925, 1
1.732703, 0
1.73283675, 1
1.7329705, 0
1.73310425, 1
1.733238, 0
1.73337175, 1
1.73350575, 0
1.7336395, 1
1.73377325, 0
1.733907, 1
1.73404075, 0
1.7341745, 1
1.73430825, 0
1.73444225, 1
1.734576, 0
1.73470975, 1
1.7348435, 0
1.73497725, 1
1.735111, 0
1.73524475, 1
1.73537875, 0
1.7355125, 1
1.73564625, 0
1.73578, 1
1.73591375, 0
1.7360475, 1
1.73618125, 0
1.73631525, 1
1.736449, 0
1.73658275, 1
1.7367165, 0
1.73685025, 1
1.736984, 0
1.73711775, 1
1.73725175, 0
1.7373855, 1
1.73751925, 0
1.737653, 1
1.73778675, 0
1.7379205, 1
1.73805425, 0
1.73818825, 1
1.738322, 0
1.73845575, 1
1.7385895, 0
1.73872325, 1
1.738857, 0
1.73899075, 1
1.73912475, 0
1.7392585, 1
1.73939225, 0
1.739526, 1
1.73965975, 0
1.7397935, 1
1.73992725, 0
